,INSTNM,CITY,STABBR,HIGHDEG,REGION,SATVR25,SATVR75,SATMT25,SATMT75,SAT_AVG_ALL
2461,Miami University-Oxford,Oxford,OH,4,3,610.0,690.0,600.0,690.0,1313.0
2465,University of Mount Union,Alliance,OH,4,3,560.0,620.0,510.0,670.0,1227.0
2466,Mount Vernon Nazarene University,Mount Vernon,OH,4,3,485.0,610.0,478.0,618.0,1119.0
2467,Mount St. Joseph University,Cincinnati,OH,4,3,440.0,548.0,440.0,535.0,1068.0
2469,Muskingum University,New Concord,OH,4,3,470.0,550.0,430.0,570.0,1016.0
2478,Oberlin College,Oberlin,OH,4,3,700.0,760.0,670.0,750.0,1440.0
2481,Ohio Northern University,Ada,OH,4,3,580.0,678.0,593.0,698.0,1290.0
2491,Ohio State University-Main Campus,Columbus,OH,4,3,650.0,720.0,680.0,760.0,1407.0
2496,Ohio University-Main Campus,Athens,OH,4,3,560.0,650.0,540.0,640.0,1212.0
2500,Ohio Wesleyan University,Delaware,OH,3,3,550.0,685.0,555.0,665.0,1311.0
2518,Franciscan University of Steubenville,Steubenville,OH,4,3,570.0,660.0,530.0,630.0,1218.0
2522,Tiffin University,Tiffin,OH,4,3,440.0,560.0,430.0,560.0,989.0
2523,University of Toledo,Toledo,OH,4,3,530.0,640.0,520.0,660.0,1209.0
2529,Ursuline College,Pepper Pike,OH,4,3,490.0,580.0,470.0,620.0,1140.0
2531,Walsh University,North Canton,OH,4,3,508.0,590.0,548.0,625.0,1210.0
2534,Wilmington College,Wilmington,OH,4,3,430.0,540.0,430.0,510.0,1042.0
2536,Wittenberg University,Springfield,OH,4,3,540.0,640.0,530.0,620.0,1153.0
2537,The College of Wooster,Wooster,OH,3,3,640.0,730.0,610.0,720.0,1370.0
2538,Wright State University-Main Campus,Dayton,OH,4,3,470.0,620.0,443.0,610.0,1086.0
2540,Xavier University,Cincinnati,OH,4,3,530.0,658.0,530.0,640.0,1224.0
2541,Youngstown State University,Youngstown,OH,4,3,480.0,600.0,460.0,610.0,1055.0
2551,East Central University,Ada,OK,4,6,435.0,515.0,500.0,540.0,1019.0
2556,Randall University,Moore,OK,4,6,430.0,468.0,408.0,460.0,1020.0
2560,Northeastern State University,Tahlequah,OK,4,6,455.0,585.0,465.0,560.0,1050.0
2563,Northwestern Oklahoma State University,Alva,OK,4,6,430.0,550.0,438.0,540.0,1015.0
2565,Oklahoma Christian University,Edmond,OK,4,6,500.0,610.0,500.0,610.0,1117.0
2568,Oklahoma State University-Main Campus,Stillwater,OK,4,6,520.0,630.0,510.0,610.0,1145.0
2570,Oklahoma Baptist University,Shawnee,OK,4,6,510.0,600.0,490.0,590.0,1173.0
2573,University of Oklahoma-Norman Campus,Norman,OK,4,6,580.0,670.0,560.0,660.0,1239.0
2575,Oral Roberts University,Tulsa,OK,4,6,550.0,640.0,533.0,610.0,1183.0
2579,University of Science and Arts of Oklahoma,Chickasha,OK,3,6,523.0,618.0,520.0,570.0,1143.0
2582,Southeastern Oklahoma State University,Durant,OK,4,6,490.0,580.0,470.0,570.0,1084.0
2587,University of Tulsa,Tulsa,OK,4,6,590.0,740.0,560.0,750.0,1325.0
2602,George Fox University,Newberg,OR,4,8,540.0,670.0,530.0,660.0,1170.0
2605,Lewis & Clark College,Portland,OR,4,8,620.0,720.0,590.0,670.0,1321.0
2615,Bushnell University,Eugene,OR,4,8,520.0,635.0,490.0,680.0,1120.0
2617,Oregon Institute of Technology,Klamath Falls,OR,4,8,525.0,650.0,520.0,650.0,1165.0
2619,University of Oregon,Eugene,OR,4,8,580.0,690.0,550.0,670.0,1257.0
2621,Pacific University,Forest Grove,OR,4,8,500.0,640.0,490.0,600.0,1123.0
2629,University of Portland,Portland,OR,4,8,620.0,693.0,570.0,663.0,1277.0
2630,Reed College,Portland,OR,3,8,670.0,760.0,630.0,750.0,1420.0
2639,Willamette University,Salem,OR,4,8,630.0,730.0,590.0,700.0,1339.0
2640,Western Oregon University,Monmouth,OR,4,8,438.0,575.0,430.0,533.0,1057.0
2642,Bryn Athyn College of the New Church,Bryn Athyn,PA,3,2,510.0,688.0,550.0,610.0,1174.0
2647,Allegheny College,Meadville,PA,3,2,600.0,690.0,540.0,660.0,1292.0
2649,DeSales University,Center Valley,PA,4,2,550.0,650.0,540.0,640.0,1199.0
2651,Alvernia University,Reading,PA,4,2,528.0,620.0,538.0,633.0,1160.0
2657,Arcadia University,Glenside,PA,4,2,553.0,650.0,530.0,660.0,1210.0
2659,Bryn Mawr College,Bryn Mawr,PA,4,2,670.0,740.0,630.0,730.0,1404.0
2660,Bucknell University,Lewisburg,PA,4,2,640.0,710.0,660.0,740.0,1389.0
2665,Cabrini University,Radnor,PA,4,2,557.0,632.0,512.0,625.0,1145.0
2667,Carnegie Mellon University,Pittsburgh,PA,4,2,730.0,770.0,770.0,800.0,1545.0
2668,Cedar Crest College,Allentown,PA,4,2,520.0,660.0,480.0,570.0,1070.0
2670,Chatham University,Pittsburgh,PA,4,2,550.0,670.0,520.0,620.0,1205.0
2674,DLP Conemaugh Memorial Medical Center,Johnstown,PA,1,2,510.0,540.0,490.0,550.0,1040.0
2677,Delaware Valley University,Doylestown,PA,4,2,550.0,650.0,520.0,620.0,1180.0
2680,Drexel University,Philadelphia,PA,4,2,610.0,700.0,620.0,730.0,1337.0
2681,Duquesne University,Pittsburgh,PA,4,2,590.0,680.0,570.0,670.0,1257.0
2682,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,4,2,480.0,590.0,490.0,580.0,1078.0
2684,Elizabethtown College,Elizabethtown,PA,4,2,560.0,650.0,530.0,630.0,1190.0
2696,Franklin and Marshall College,Lancaster,PA,3,2,658.0,730.0,640.0,730.0,1394.0
2699,Gettysburg College,Gettysburg,PA,4,2,630.0,720.0,610.0,740.0,1350.0
2702,Grove City College,Grove City,PA,4,2,566.0,684.0,562.0,690.0,1261.0
2703,Gwynedd Mercy University,Gwynedd Valley,PA,4,2,528.0,590.0,520.0,590.0,1110.0
2706,Haverford College,Haverford,PA,3,2,710.0,760.0,720.0,780.0,1498.0
2708,Holy Family University,Philadelphia,PA,4,2,480.0,565.0,470.0,565.0,1030.0
2709,Immaculata University,Immaculata,PA,4,2,530.0,640.0,520.0,620.0,1163.0
2710,Indiana University of Pennsylvania-Main Campus,Indiana,PA,4,2,480.0,600.0,460.0,570.0,1052.0
2713,Johnson College,Scranton,PA,2,2,480.0,570.0,470.0,570.0,1020.0
2714,Juniata College,Huntingdon,PA,4,2,550.0,660.0,520.0,620.0,1185.0
2715,Keystone College,La Plume,PA,4,2,460.0,570.0,450.0,560.0,1030.0
2716,King's College,Wilkes-Barre,PA,4,2,520.0,620.0,540.0,620.0,1150.0
2718,Kutztown University of Pennsylvania,Kutztown,PA,4,2,540.0,650.0,530.0,620.0,1170.0
2719,La Roche University,Pittsburgh,PA,4,2,550.0,640.0,505.0,595.0,1140.0
2722,Lafayette College,Easton,PA,3,2,670.0,730.0,670.0,760.0,1419.0
2723,Lancaster Bible College,Lancaster,PA,4,2,540.0,660.0,540.0,610.0,1161.0
2728,Lebanon Valley College,Annville,PA,4,2,553.0,660.0,540.0,640.0,1190.0
2731,Lehigh University,Bethlehem,PA,4,2,670.0,730.0,680.0,760.0,1432.0
2734,Lincoln University,Lincoln University,PA,4,2,450.0,530.0,420.0,520.0,984.0
2738,Lycoming College,Williamsport,PA,3,2,540.0,643.0,530.0,630.0,1169.0
2739,Manor College,Jenkintown,PA,3,2,360.0,445.0,365.0,490.0,820.0
2740,Marywood University,Scranton,PA,4,2,530.0,640.0,520.0,600.0,1153.0
2744,Messiah University,Mechanicsburg,PA,4,2,560.0,670.0,540.0,670.0,1214.0
2746,Millersville University of Pennsylvania,Millersville,PA,4,2,520.0,620.0,510.0,590.0,1120.0
2749,Moore College of Art and Design,Philadelphia,PA,4,2,605.0,688.0,628.0,723.0,1303.0
2750,Moravian University,Bethlehem,PA,4,2,540.0,630.0,520.0,600.0,1154.0
2751,Mount Aloysius College,Cresson,PA,4,2,445.0,540.0,455.0,565.0,1034.0
2752,Muhlenberg College,Allentown,PA,4,2,630.0,710.0,600.0,690.0,1327.0
2760,Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,4,2,560.0,660.0,550.0,660.0,1270.0
2762,Pennsylvania State University-Penn State New Kensington,New Kensington,PA,3,2,500.0,640.0,530.0,630.0,1270.0
2763,Pennsylvania State University-Penn State Shenango,Sharon,PA,3,2,550.0,620.0,490.0,610.0,1270.0
2764,Pennsylvania State University-Penn State Wilkes-Barre,Dallas,PA,3,2,530.0,660.0,530.0,645.0,1270.0
2765,Pennsylvania State University-Penn State Scranton,Dunmore,PA,3,2,540.0,640.0,530.0,640.0,1270.0
2766,Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,3,2,575.0,660.0,565.0,655.0,1270.0
2767,Pennsylvania State University-Penn State Altoona,Altoona,PA,3,2,530.0,630.0,520.0,630.0,1270.0
2768,Pennsylvania State University-Penn State Beaver,Monaca,PA,3,2,520.0,660.0,530.0,660.0,1270.0
2769,Pennsylvania State University-Penn State Berks,Reading,PA,3,2,540.0,650.0,550.0,660.0,1270.0
2770,Pennsylvania State University-Penn State Harrisburg,Middletown,PA,4,2,560.0,650.0,550.0,670.0,1270.0
2771,Pennsylvania State University-Penn State Brandywine,Media,PA,3,2,570.0,660.0,540.0,680.0,1270.0
2772,Pennsylvania State University-Penn State DuBois,DuBois,PA,3,2,540.0,625.0,520.0,625.0,1270.0
2773,Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,3,2,540.0,630.0,540.0,635.0,1270.0
2774,Pennsylvania State University-Penn State Hazleton,Hazleton,PA,3,2,540.0,650.0,520.0,670.0,1270.0
2775,Pennsylvania State University-Main Campus,University Park,PA,4,2,610.0,690.0,610.0,710.0,1270.0
2776,Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,3,2,505.0,635.0,515.0,580.0,1270.0
2777,Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,3,2,550.0,620.0,530.0,610.0,1270.0
2778,Pennsylvania State University-Penn State Abington,Abington,PA,3,2,550.0,650.0,540.0,660.0,1270.0
2779,Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,3,2,510.0,590.0,480.0,590.0,1270.0
2780,Pennsylvania State University-Penn State York,York,PA,4,2,530.0,630.0,540.0,640.0,1270.0
2788,University of Pennsylvania,Philadelphia,PA,4,2,730.0,770.0,770.0,800.0,1545.0
2790,Cairn University-Langhorne,Langhorne,PA,4,2,520.0,650.0,530.0,610.0,1154.0
2793,University of Pittsburgh-Bradford,Bradford,PA,3,2,520.0,630.0,510.0,630.0,1337.0
2794,University of Pittsburgh-Greensburg,Greensburg,PA,3,2,540.0,635.0,535.0,640.0,1337.0
2795,University of Pittsburgh-Johnstown,Johnstown,PA,3,2,520.0,625.0,520.0,630.0,1337.0
2796,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,4,2,640.0,720.0,630.0,730.0,1337.0
2802,Point Park University,Pittsburgh,PA,4,2,520.0,650.0,515.0,590.0,1142.0
2812,Saint Francis University,Loretto,PA,4,2,510.0,630.0,510.0,620.0,1151.0
2813,Saint Joseph's University,Philadelphia,PA,4,2,580.0,670.0,570.0,660.0,1256.0
2814,Saint Vincent College,Latrobe,PA,4,2,500.0,613.0,493.0,618.0,1120.0
2817,University of Scranton,Scranton,PA,4,2,580.0,660.0,570.0,660.0,1237.0
2818,Seton Hill University,Greensburg,PA,4,2,540.0,640.0,530.0,630.0,1186.0
2822,Shippensburg University of Pennsylvania,Shippensburg,PA,4,2,500.0,610.0,490.0,600.0,1090.0
2823,Slippery Rock University of Pennsylvania,Slippery Rock,PA,4,2,490.0,600.0,490.0,590.0,1086.0
2829,Susquehanna University,Selinsgrove,PA,4,2,550.0,660.0,540.0,630.0,1211.0
2830,Swarthmore College,Swarthmore,PA,3,2,720.0,770.0,740.0,790.0,1527.0
2831,Thaddeus Stevens College of Technology,Lancaster,PA,2,2,490.0,620.0,530.0,595.0,1120.0
2836,Thomas Jefferson University,Philadelphia,PA,4,2,590.0,680.0,560.0,670.0,1259.0
2841,Ursinus College,Collegeville,PA,3,2,600.0,700.0,560.0,660.0,1304.0
2845,Villanova University,Villanova,PA,4,2,690.0,740.0,710.0,770.0,1466.0
2848,Waynesburg University,Waynesburg,PA,4,2,500.0,630.0,500.0,590.0,1114.0
2850,West Chester University of Pennsylvania,West Chester,PA,4,2,560.0,640.0,540.0,630.0,1184.0
2855,Widener University,Chester,PA,4,2,530.0,640.0,520.0,620.0,1170.0
2856,Wilkes University,Wilkes-Barre,PA,4,2,510.0,640.0,513.0,630.0,1134.0
2858,Wilson College,Chambersburg,PA,4,2,480.0,570.0,460.0,540.0,1020.0
2860,York College of Pennsylvania,York,PA,4,2,520.0,620.0,510.0,610.0,1135.0
2862,Brown University,Providence,RI,4,1,740.0,770.0,760.0,800.0,1546.0
2863,Bryant University,Smithfield,RI,4,1,580.0,670.0,580.0,670.0,1263.0
2864,Johnson & Wales University-Providence,Providence,RI,4,1,500.0,630.0,470.0,600.0,1081.0
2867,Providence College,Providence,RI,4,1,630.0,700.0,620.0,700.0,1342.0
2868,Rhode Island College,Providence,RI,4,1,440.0,600.0,420.0,560.0,1010.0
2870,University of Rhode Island,Kingston,RI,4,1,520.0,650.0,510.0,620.0,1176.0
2871,Rhode Island School of Design,Providence,RI,4,1,680.0,760.0,690.0,780.0,1480.0
2872,Roger Williams University,Bristol,RI,4,1,580.0,660.0,550.0,640.0,1228.0
2873,Salve Regina University,Newport,RI,4,1,600.0,660.0,560.0,635.0,1236.0
2878,Anderson University,Anderson,SC,4,5,560.0,660.0,530.0,630.0,1190.0
2879,Charleston Southern University,Charleston,SC,4,5,480.0,600.0,470.0,560.0,1056.0
2881,Benedict College,Columbia,SC,4,5,420.0,510.0,400.0,500.0,910.0
2883,Southern Wesleyan University,Central,SC,4,5,500.0,600.0,480.0,600.0,1106.0
2885,College of Charleston,Charleston,SC,4,5,580.0,660.0,550.0,640.0,1238.0
2888,Citadel Military College of South Carolina,Charleston,SC,4,5,540.0,640.0,540.0,610.0,1184.0
2890,Clemson University,Clemson,SC,4,5,620.0,690.0,610.0,700.0,1341.0
2895,Converse University,Spartanburg,SC,4,5,520.0,640.0,510.0,598.0,1124.0
2899,Francis Marion University,Florence,SC,4,5,470.0,590.0,430.0,548.0,1039.0
2900,Furman University,Greenville,SC,4,5,650.0,720.0,610.0,705.0,1364.0
2905,Lander University,Greenwood,SC,4,5,490.0,590.0,470.0,570.0,1057.0
2910,Newberry College,Newberry,SC,4,5,410.0,540.0,410.0,520.0,1008.0
2911,North Greenville University,Tigerville,SC,4,5,510.0,640.0,500.0,610.0,1176.0
2914,Presbyterian College,Clinton,SC,4,5,550.0,650.0,530.0,630.0,1214.0
2915,University of South Carolina Aiken,Aiken,SC,4,5,490.0,620.0,480.0,580.0,1063.0
2917,University of South Carolina-Columbia,Columbia,SC,4,5,600.0,690.0,580.0,690.0,1297.0
2922,Coastal Carolina University,Conway,SC,4,5,530.0,610.0,520.0,600.0,1128.0
2924,University of South Carolina-Upstate,Spartanburg,SC,4,5,510.0,610.0,490.0,560.0,1082.0
2933,Winthrop University,Rock Hill,SC,4,5,520.0,630.0,490.0,590.0,1132.0
2934,Wofford College,Spartanburg,SC,3,5,610.0,680.0,590.0,670.0,1297.0
2936,Augustana University,Sioux Falls,SD,4,4,530.0,640.0,545.0,650.0,1187.0
2939,Dakota State University,Madison,SD,4,4,490.0,660.0,530.0,680.0,1129.0
2951,South Dakota School of Mines and Technology,Rapid City,SD,4,4,560.0,650.0,570.0,670.0,1245.0
2952,South Dakota State University,Brookings,SD,4,4,520.0,640.0,520.0,660.0,1121.0
2959,University of South Dakota,Vermillion,SD,4,4,570.0,650.0,540.0,680.0,1122.0
2964,Austin Peay State University,Clarksville,TN,4,5,468.0,575.0,475.0,590.0,1050.0
2966,Belmont University,Nashville,TN,4,5,600.0,690.0,560.0,660.0,1277.0
2967,Bethel University,McKenzie,TN,4,5,300.0,525.0,325.0,575.0,1035.0
2969,Carson-Newman University,Jefferson City,TN,4,5,480.0,570.0,460.0,560.0,1111.0
2971,Christian Brothers University,Memphis,TN,4,5,540.0,640.0,500.0,660.0,1069.0
2978,Lipscomb University,Nashville,TN,4,5,580.0,680.0,565.0,670.0,1248.0
2981,East Tennessee State University,Johnson City,TN,4,5,490.0,600.0,460.0,570.0,1114.0
2985,Fisk University,Nashville,TN,4,5,590.0,700.0,570.0,780.0,1236.0
2987,Freed-Hardeman University,Henderson,TN,4,5,467.0,542.0,467.0,542.0,1109.0
2994,Johnson University,Knoxville,TN,4,5,460.0,530.0,430.0,560.0,1060.0
3000,Lee University,Cleveland,TN,4,5,520.0,630.0,500.0,610.0,1144.0
3001,Lincoln Memorial University,Harrogate,TN,4,5,493.0,610.0,513.0,610.0,1093.0
3003,The University of Tennessee Southern,Pulaski,TN,4,5,480.0,565.0,515.0,585.0,1088.0
3004,Maryville College,Maryville,TN,4,5,513.0,590.0,505.0,598.0,1181.0
3009,University of Memphis,Memphis,TN,4,5,465.0,615.0,440.0,590.0,1051.0
3011,Middle Tennessee State University,Murfreesboro,TN,4,5,510.0,630.0,490.0,600.0,1119.0
3021,Rhodes College,Memphis,TN,4,5,650.0,730.0,640.0,760.0,1385.0
3026,The University of the South,Sewanee,TN,4,5,633.0,710.0,603.0,688.0,1336.0
3033,Southern Adventist University,Collegedale,TN,4,5,500.0,650.0,470.0,620.0,1116.0
3035,Tennessee Wesleyan University,Athens,TN,4,5,470.0,570.0,490.0,530.0,1051.0
3036,The University of Tennessee-Chattanooga,Chattanooga,TN,4,5,510.0,605.0,495.0,580.0,1117.0
3037,The University of Tennessee-Knoxville,Knoxville,TN,4,5,600.0,670.0,590.0,670.0,1304.0
3038,The University of Tennessee-Martin,Martin,TN,4,5,500.0,620.0,500.0,590.0,1090.0
3040,Tennessee State University,Nashville,TN,4,5,433.0,538.0,423.0,530.0,1017.0
3041,Tennessee Technological University,Cookeville,TN,4,5,520.0,620.0,500.0,630.0,1148.0
3042,Trevecca Nazarene University,Nashville,TN,4,5,488.0,600.0,485.0,593.0,1090.0
3045,Union University,Jackson,TN,4,5,540.0,690.0,490.0,650.0,1243.0
3046,Vanderbilt University,Nashville,TN,4,5,740.0,770.0,770.0,790.0,1550.0
3050,Abilene Christian University,Abilene,TX,4,6,540.0,650.0,520.0,640.0,1189.0
3055,Angelo State University,San Angelo,TX,4,6,470.0,580.0,450.0,560.0,1049.0
3058,Austin College,Sherman,TX,4,6,590.0,680.0,580.0,660.0,1272.0
3065,Baylor University,Waco,TX,4,6,610.0,700.0,600.0,700.0,1313.0
3075,Concordia University Texas,Austin,TX,4,6,440.0,550.0,420.0,550.0,988.0
3078,Texas A & M University-Corpus Christi,Corpus Christi,TX,4,6,500.0,600.0,470.0,580.0,1086.0
3080,Dallas Baptist University,Dallas,TX,4,6,490.0,620.0,470.0,597.0,1109.0
3081,Dallas Christian College,Dallas,TX,3,6,370.0,565.0,360.0,560.0,1022.0
3084,University of Dallas,Irving,TX,4,6,600.0,710.0,570.0,660.0,1284.0
3087,Texas A&M University-Texarkana,Texarkana,TX,4,6,440.0,550.0,430.0,530.0,1006.0
3088,Texas A & M University-Commerce,Commerce,TX,4,6,480.0,590.0,460.0,580.0,1067.0
3101,Hardin-Simmons University,Abilene,TX,4,6,480.0,600.0,488.0,590.0,1064.0
3104,Houston Christian University,Houston,TX,4,6,490.0,610.0,480.0,590.0,1092.0
3105,University of Houston-Clear Lake,Houston,TX,4,6,500.0,590.0,490.0,580.0,1105.0
3107,University of Houston-Downtown,Houston,TX,4,6,490.0,560.0,470.0,550.0,1041.0
3108,University of Houston-Victoria,Victoria,TX,4,6,493.0,600.0,500.0,580.0,1085.0
3109,University of Houston,Houston,TX,4,6,580.0,660.0,570.0,670.0,1229.0
3111,Howard Payne University,Brownwood,TX,4,6,450.0,570.0,430.0,530.0,1019.0
3113,University of the Incarnate Word,San Antonio,TX,4,6,470.0,580.0,430.0,560.0,1042.0
3118,Lamar University,Beaumont,TX,4,6,470.0,580.0,440.0,550.0,1040.0
3122,Texas A & M International University,Laredo,TX,4,6,470.0,580.0,450.0,550.0,1008.0
3124,LeTourneau University,Longview,TX,4,6,570.0,690.0,570.0,680.0,1262.0
3126,Lubbock Christian University,Lubbock,TX,4,6,460.0,590.0,440.0,570.0,1086.0
3128,University of Mary Hardin-Baylor,Belton,TX,4,6,490.0,620.0,480.0,580.0,1098.0
3130,McMurry University,Abilene,TX,4,6,500.0,580.0,510.0,590.0,1072.0
3140,University of North Texas,Denton,TX,4,6,500.0,630.0,480.0,600.0,1109.0
3148,The University of Texas Rio Grande Valley,Edinburg,TX,4,6,470.0,570.0,440.0,540.0,1020.0
3153,Prairie View A & M University,Prairie View,TX,4,6,440.0,520.0,410.0,510.0,949.0
3156,Rice University,Houston,TX,4,6,730.0,770.0,770.0,800.0,1553.0
3157,Saint Edward's University,Austin,TX,4,6,530.0,640.0,500.0,595.0,1135.0
3159,University of St Thomas,Houston,TX,4,6,545.0,680.0,530.0,660.0,1204.0
3160,Sam Houston State University,Huntsville,TX,4,6,480.0,580.0,460.0,560.0,1055.0
3165,St. Mary's University,San Antonio,TX,4,6,500.0,590.0,480.0,560.0,989.0
3171,Southern Methodist University,Dallas,TX,4,6,660.0,730.0,660.0,750.0,1424.0
3174,Southwestern Assemblies of God University,Waxahachie,TX,4,6,463.0,560.0,463.0,550.0,1014.0
3175,Southwestern University,Georgetown,TX,3,6,600.0,690.0,570.0,650.0,1269.0
3176,Stephen F Austin State University,Nacogdoches,TX,4,6,500.0,590.0,480.0,570.0,1074.0
3177,Texas State University,San Marcos,TX,4,6,500.0,610.0,480.0,580.0,1093.0
3178,Southwestern Adventist University,Keene,TX,4,6,465.0,610.0,445.0,590.0,1031.0
3180,Sul Ross State University,Alpine,TX,4,6,473.0,568.0,460.0,530.0,984.0
3181,Tarleton State University,Stephenville,TX,4,6,490.0,580.0,470.0,570.0,1068.0
3188,Texas A & M University-Kingsville,Kingsville,TX,4,6,480.0,600.0,500.0,560.0,1030.0
3189,Texas A & M University-College Station,College Station,TX,4,6,570.0,680.0,570.0,700.0,1272.0
3190,The University of Texas at Arlington,Arlington,TX,4,6,500.0,620.0,490.0,610.0,1116.0
3191,The University of Texas at Austin,Austin,TX,4,6,620.0,730.0,610.0,760.0,1380.0
3192,The University of Texas at Dallas,Richardson,TX,4,6,580.0,690.0,590.0,720.0,1300.0
3193,The University of Texas at El Paso,El Paso,TX,4,6,440.0,550.0,430.0,540.0,982.0
3194,The University of Texas at Tyler,Tyler,TX,4,6,510.0,620.0,500.0,600.0,1113.0
3196,Texas Christian University,Fort Worth,TX,4,6,580.0,690.0,570.0,685.0,1303.0
3199,Texas Lutheran University,Seguin,TX,4,6,520.0,620.0,510.0,610.0,1124.0
3200,The University of Texas Permian Basin,Odessa,TX,4,6,470.0,560.0,440.0,550.0,1031.0
3201,The University of Texas at San Antonio,San Antonio,TX,4,6,510.0,610.0,490.0,590.0,1102.0
3202,Texas Southern University,Houston,TX,4,6,420.0,510.0,380.0,490.0,913.0
3203,Texas Tech University,Lubbock,TX,4,6,550.0,640.0,540.0,630.0,1182.0
3204,Texas Wesleyan University,Fort Worth,TX,4,6,490.0,580.0,480.0,570.0,1051.0
3206,Trinity University,San Antonio,TX,4,6,670.0,735.0,650.0,730.0,1407.0
3218,West Texas A & M University,Canyon,TX,4,6,490.0,590.0,470.0,570.0,1072.0
3223,Brigham Young University,Provo,UT,4,7,650.0,720.0,640.0,730.0,1376.0
3224,Brigham Young University-Hawaii,Laie,HI,3,8,500.0,608.0,485.0,583.0,1104.0
3238,Utah State University,Logan,UT,4,7,530.0,660.0,530.0,640.0,1189.0
3241,University of Utah,Salt Lake City,UT,4,7,590.0,698.0,590.0,700.0,1231.0
3243,Westminster University,Salt Lake City,UT,4,7,598.0,718.0,550.0,660.0,1249.0
3244,Bennington College,Bennington,VT,4,1,690.0,740.0,600.0,673.0,1358.0
3245,Champlain College,Burlington,VT,4,1,605.0,680.0,560.0,660.0,1262.0
3248,Middlebury College,Middlebury,VT,4,1,720.0,770.0,710.0,780.0,1500.0
3249,Norwich University,Northfield,VT,4,1,540.0,650.0,520.0,670.0,1190.0
3251,Saint Michael's College,Colchester,VT,4,1,600.0,680.0,550.0,630.0,1241.0
3256,University of Vermont,Burlington,VT,4,1,640.0,720.0,610.0,700.0,1357.0
3259,Averett University,Danville,VA,4,5,495.0,615.0,465.0,576.0,1054.0
3262,Bridgewater College,Bridgewater,VA,4,5,530.0,660.0,540.0,715.0,1225.0
3263,William & Mary,Williamsburg,VA,4,5,695.0,750.0,670.0,760.0,1458.0
3264,Regent University,Virginia Beach,VA,4,5,540.0,640.0,510.0,610.0,1169.0
3267,Christopher Newport University,Newport News,VA,4,5,560.0,670.0,540.0,630.0,1207.0
3273,Emory & Henry University,Emory,VA,4,5,530.0,630.0,500.0,610.0,1171.0
3276,Ferrum College,Ferrum,VA,4,5,455.0,580.0,425.0,520.0,990.0
3277,George Mason University,Fairfax,VA,4,5,580.0,670.0,560.0,670.0,1247.0
3279,Hampden-Sydney College,Hampden-Sydney,VA,3,5,540.0,620.0,520.0,610.0,1168.0
3280,Hampton University,Hampton,VA,4,5,400.0,626.0,457.0,600.0,1062.0
3281,Hollins University,Roanoke,VA,4,5,550.0,710.0,550.0,620.0,1256.0
3283,James Madison University,Harrisonburg,VA,4,5,600.0,670.0,570.0,650.0,1247.0
3286,Longwood University,Farmville,VA,4,5,520.0,620.0,500.0,570.0,1117.0
3288,University of Lynchburg,Lynchburg,VA,4,5,490.0,630.0,490.0,600.0,1100.0
3291,University of Mary Washington,Fredericksburg,VA,4,5,600.0,690.0,540.0,640.0,1241.0
3299,Norfolk State University,Norfolk,VA,4,5,430.0,575.0,410.0,525.0,980.0
3301,Old Dominion University,Norfolk,VA,4,5,570.0,660.0,540.0,630.0,1190.0
3306,Radford University,Radford,VA,4,5,490.0,610.0,460.0,560.0,1061.0
3308,Randolph-Macon College,Ashland,VA,3,5,530.0,630.0,510.0,580.0,1148.0
3309,Randolph College,Lynchburg,VA,4,5,520.0,580.0,440.0,630.0,1109.0
3314,University of Richmond,University of Richmond,VA,4,5,690.0,750.0,720.0,780.0,1474.0
3316,Roanoke College,Salem,VA,3,5,560.0,650.0,530.0,620.0,1193.0
3320,Southern Virginia University,Buena Vista,VA,3,5,480.0,658.0,463.0,595.0,1099.0
3325,Sweet Briar College,Sweet Briar,VA,4,5,560.0,670.0,540.0,640.0,1227.0
3329,University of Virginia's College at Wise,Wise,VA,3,5,470.0,615.0,465.0,560.0,1104.0
3331,Virginia Polytechnic Institute and State University,Blacksburg,VA,4,5,620.0,700.0,620.0,720.0,1337.0
3333,Virginia Commonwealth University,Richmond,VA,4,5,530.0,650.0,500.0,620.0,1168.0
3334,University of Virginia-Main Campus,Charlottesville,VA,4,5,700.0,750.0,710.0,780.0,1488.0
3335,Virginia Military Institute,Lexington,VA,3,5,530.0,640.0,510.0,620.0,1183.0
3338,Virginia State University,Petersburg,VA,4,5,420.0,540.0,380.0,510.0,917.0
3339,Virginia Union University,Richmond,VA,4,5,390.0,510.0,360.0,500.0,860.0
3340,Virginia Wesleyan University,Virginia Beach,VA,4,5,560.0,670.0,580.0,680.0,1281.0
3341,Washington and Lee University,Lexington,VA,4,5,710.0,750.0,700.0,780.0,1504.0
3358,The Evergreen State College,Olympia,WA,4,8,470.0,670.0,420.0,590.0,1161.0
3361,Gonzaga University,Spokane,WA,4,8,620.0,710.0,600.0,700.0,1316.0
3374,Northwest University,Kirkland,WA,4,8,520.0,660.0,520.0,665.0,1204.0
