,INSTNM,CITY,STABBR,HIGHDEG,REGION,SATVR25,SATVR75,SATMT25,SATMT75,SAT_AVG_ALL
3834,Worsham College of Mortuary Science,Wheeling,IL,2,3,520.0,560.0,480.0,530.0,1118.0
3981,Soka University of America,Aliso Viejo,CA,4,8,560.0,645.0,645.0,755.0,1296.0
4264,Carolinas College of Health Sciences,Charlotte,NC,3,5,470.0,570.0,450.0,540.0,1015.0
4268,Florida Gulf Coast University,Fort Myers,FL,4,5,520.0,600.0,490.0,580.0,1104.0
4303,University of Connecticut-Waterbury Campus,Waterbury,CT,4,1,510.0,620.0,500.0,610.0,1277.0
4304,University of Connecticut-Avery Point,Groton,CT,4,1,510.0,645.0,525.0,615.0,1277.0
4305,University of Connecticut-Stamford,Stamford,CT,4,1,530.0,640.0,510.0,620.0,1277.0
4347,The King's University,Southlake,TX,4,6,470.0,540.0,400.0,590.0,1000.0
4376,Oregon State University-Cascades Campus,Bend,OR,4,8,555.0,680.0,550.0,660.0,1231.0
4416,Franklin W Olin College of Engineering,Needham,MA,3,1,730.0,780.0,760.0,800.0,1537.0
4465,DigiPen Institute of Technology,Redmond,WA,4,8,605.0,700.0,573.0,690.0,1288.0
4598,Georgia Gwinnett College,Lawrenceville,GA,3,5,470.0,590.0,470.0,580.0,1054.0
4679,Visible Music College,Memphis,TN,4,5,315.0,670.0,290.0,580.0,983.0
4766,Patrick Henry College,Purcellville,VA,3,5,620.0,723.0,550.0,685.0,1319.0
4782,The King's College,New York,NY,3,2,590.0,700.0,550.0,690.0,1273.0
5015,Compass College of Film and Media,Grand Rapids,MI,3,3,460.0,630.0,390.0,530.0,1005.0
5031,Texas A&M University-San Antonio,San Antonio,TX,4,6,465.0,576.0,460.0,560.0,1031.0
5148,John Paul the Great Catholic University,Escondido,CA,3,8,540.0,693.0,528.0,595.0,1152.0
5149,University of Connecticut-Hartford Campus,Hartford,CT,4,1,520.0,610.0,500.0,600.0,1277.0
5150,Ottawa University-Surprise,Surprise,AZ,4,6,390.0,550.0,470.0,540.0,976.0
5202,Criswell College,Dallas,TX,4,6,560.0,610.0,530.0,540.0,1120.0
5281,Florida Institute of Technology-Online,Melbourne,FL,4,5,480.0,590.0,475.0,550.0,1253.0
5354,Augusta University,Augusta,GA,4,5,550.0,660.0,530.0,640.0,1195.0
5355,Middle Georgia State University,Macon,GA,4,5,473.0,590.0,470.0,570.0,1066.0
5381,University of North Georgia,Dahlonega,GA,4,5,530.0,623.0,510.0,600.0,1139.0
5384,Florida Polytechnic University,Lakeland,FL,4,5,590.0,680.0,593.0,690.0,1295.0
5459,University of Florida-Online,Gainesville,FL,3,5,620.0,690.0,610.0,680.0,1385.0
5470,University of North Texas at Dallas,Dallas,TX,4,6,440.0,500.0,420.0,520.0,958.0
5501,American College of the Building Arts,Charleston,SC,3,5,510.0,600.0,520.0,610.0,1140.0
5556,Kennesaw State University,Kennesaw,GA,4,5,530.0,630.0,520.0,620.0,1150.0
5561,Milligan University,Milligan,TN,4,5,493.0,590.0,512.0,590.0,1197.0
5571,Emory University-Oxford College,Oxford,GA,2,5,690.0,750.0,730.0,790.0,1480.0
5747,Purdue University Northwest,Hammond,IN,4,3,500.0,600.0,490.0,590.0,1098.0
5915,The Southwestern Baptist Theological Seminary,Fort Worth,TX,4,6,510.0,610.0,490.0,630.0,1154.0
5978,The Pennsylvania State University,University Park,PA,4,2,570.0,670.0,570.0,690.0,1260.0
